Skola,Skol_enhetskod,Skolkommun,Typ_av_huvudman,merit_snitt,Andel_svenskar_procent,Foraldrar_utbildning_procent,Elever_per_larare,Andel_med_lararlegitimation_och_,Ar,Huvudman
Nyhedens skola,40025257,Krokom,Kommunal,213.8,92.09999999999999,61.3,9.800000000000001,72.59999999999999,2023,Krokom
Nyhedens skola,40025257,Krokom,Kommunal,210.3,98.5,70.09999999999999,9.800000000000001,70.40000000000001,2024,Krokom
Nyhedens skola,40025257,Krokom,Kommunal,206,94.3,58.6,10,64,2025,Krokom
Bergaskolan,40035084,Malmö,Kommunal,266.2,83.59999999999999,82.59999999999999,15.8,89,2016,Malmö
Bergaskolan,40035084,Malmö,Kommunal,251.9,86,74.59999999999999,16,82.09999999999999,2017,Malmö
Bergaskolan,40035084,Malmö,Kommunal,256.2,84,78.59999999999999,15.6,79.40000000000001,2018,Malmö
Bergaskolan,40035084,Malmö,Kommunal,268.1,81,84.3,15.3,71.7,2019,Malmö
Bergaskolan,40035084,Malmö,Kommunal,254.6,82.3,82.2,14.6,69.40000000000001,2020,Malmö
Bergaskolan,40035084,Malmö,Kommunal,264.3,75,82.2,14.5,71.5,2021,Malmö
Bergaskolan,40035084,Malmö,Kommunal,253.9,75.3,83.3,15.1,76.09999999999999,2022,Malmö
Bergaskolan,40035084,Malmö,Kommunal,260.9,76.8,77.5,14.4,72.40000000000001,2023,Malmö
Bergaskolan,40035084,Malmö,Kommunal,250.1,68.09999999999999,78.59999999999999,13.5,71.3,2024,Malmö
Bergaskolan,40035084,Malmö,Kommunal,253.3,76.3,84.7,13.3,72.09999999999999,2025,Malmö
Rödsleskolan 7-9,40041600,Oskarshamn,Kommunal,225.7,88.59999999999999,46.8,11.7,83.2,2016,Oskarshamn
Rödsleskolan 7-9,40041600,Oskarshamn,Kommunal,219.4,89,49.1,12.8,77,2017,Oskarshamn
Rödsleskolan 7-9,40041600,Oskarshamn,Kommunal,220.5,90.09999999999999,53.9,12.8,81.09999999999999,2018,Oskarshamn
Rödsleskolan 7-9,40041600,Oskarshamn,Kommunal,219.4,87.5,57.3,13,78.5,2019,Oskarshamn
Rödsleskolan 7-9,40041600,Oskarshamn,Kommunal,219.7,84.8,50.5,11.6,78,2020,Oskarshamn
Naverlönnskolan 3-5,40067679,Svedala,Kommunal,225.5,89.3,51,12.5,79.09999999999999,2017,Svedala
Naverlönnskolan 3-5,40067679,Svedala,Kommunal,236.6,93.59999999999999,47.8,12.4,76.3,2018,Svedala
Naverlönnskolan 3-4,40067679,Svedala,Kommunal,211.7,86.7,53.3,14.6,76.5,2019,Svedala
Norrhammarskolan 6-9,40166272,Skellefteå,Kommunal,224.3,78.90000000000001,59.4,11,83.59999999999999,2016,Skellefteå
Norrhammarskolan 6-9,40166272,Skellefteå,Kommunal,229.1,80.2,53.5,10.8,81.8,2017,Skellefteå
Norrhammarskolan 6-9,40166272,Skellefteå,Kommunal,229.7,80.8,56.6,10.6,84.09999999999999,2018,Skellefteå
Norrhammarskolan 7-9,40166272,Skellefteå,Kommunal,238.5,86.8,63.6,9.5,95.59999999999999,2019,Skellefteå
Norrhammarskolan 7-9,40166272,Skellefteå,Kommunal,222.5,88.2,65.3,9.199999999999999,86.5,2020,Skellefteå
Soldalaskolan,40175889,Södertälje,Kommunal,232.5,53.1,46.9,14.3,56.3,2016,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,224.1,66.7,49.1,14.9,63,2017,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,221.3,57.6,44.8,13.8,59.7,2018,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,236.6,39,67.2,15,50.5,2019,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,219,54.5,34,13.6,48,2020,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,253.4,34.4,50,16,45,2021,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,234,60,40.8,15.6,66.5,2022,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,233.1,47.3,52.7,14.7,62.5,2023,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,212.6,40.7,38.5,14.7,63.9,2024,Södertälje
Soldalaskolan,40175889,Södertälje,Kommunal,232.5,28,54,14.4,70.59999999999999,2025,Södertälje
Palmbladsskolan,40275917,Uppsala,Kommunal,203.2,78.7,60.7,14.7,66.7,2017,Uppsala
Palmbladsskolan,40275917,Uppsala,Kommunal,200.9,72.8,62.1,14.5,79.90000000000001,2018,Uppsala
Palmbladsskolan,40275917,Uppsala,Kommunal,220.2,63.4,54.1,13.9,79.2,2019,Uppsala
Palmbladsskolan,40275917,Uppsala,Kommunal,215.9,77.59999999999999,60.6,16.9,81,2020,Uppsala
Palmbladsskolan,40275917,Uppsala,Kommunal,216.1,69.40000000000001,57.7,13.4,75.90000000000001,2021,Uppsala
Palmbladsskolan,40275917,Uppsala,Kommunal,236.4,81.2,56.2,15,79.8,2022,Uppsala
Palmbladsskolan,40275917,Uppsala,Kommunal,241.9,76.2,66.40000000000001,14.4,74.40000000000001,2023,Uppsala
Palmbladsskolan,40275917,Uppsala,Kommunal,239.1,80.40000000000001,65.8,13.1,68.3,2024,Uppsala
Palmbladsskolan,40275917,Uppsala,Kommunal,246.4,80.8,71.2,11.9,69.40000000000001,2025,Uppsala
Braås skola,40283052,Växjö,Kommunal,198.2,74,42,12.8,58.4,2016,Växjö
Braås skola,40283052,Växjö,Kommunal,205.9,76.09999999999999,39.1,10.9,60.5,2017,Växjö
Braås skola,40283052,Växjö,Kommunal,198.2,64.59999999999999,39.6,11.4,50.1,2018,Växjö
Braås skola,40283052,Växjö,Kommunal,177.5,64.2,49,13.3,55.7,2019,Växjö
Braås skola,40283052,Växjö,Kommunal,211.3,77.40000000000001,49.1,9.800000000000001,52.6,2020,Växjö
Krungårdsskolan 7-9,40299433,Mönsterås,Kommunal,185.5,96.40000000000001,40,10.3,73.40000000000001,2016,Mönsterås
Krungårdsskolan 7-9,40299433,Mönsterås,Kommunal,177.3,82.8,41,9,55.5,2017,Mönsterås
Krungårdsskolan 7-9,40299433,Mönsterås,Kommunal,193.9,85.5,47.3,8.199999999999999,65.90000000000001,2018,Mönsterås
Krungårdsskolan 7-9,40299433,Mönsterås,Kommunal,187.7,87.8,38.8,9,67,2019,Mönsterås
Krungårdsskolan 7-9,40299433,Mönsterås,Kommunal,210.4,90.2,40,9,64.09999999999999,2020,Mönsterås
Rydebäckskolan,40385157,Helsingborg,Kommunal,255.4,100,64.59999999999999,15.9,71.3,2016,Helsingborg
Rydebäckskolan,40385157,Helsingborg,Kommunal,247.7,82.90000000000001,74.59999999999999,16.2,78.2,2017,Helsingborg
Rydebäckskolan,40385157,Helsingborg,Kommunal,264.7,84.90000000000001,74.59999999999999,15.7,82.59999999999999,2018,Helsingborg
Rydebäckskolan,40385157,Helsingborg,Kommunal,269.3,91.8,73.09999999999999,14.5,80,2019,Helsingborg
Rydebäckskolan,40385157,Helsingborg,Kommunal,248.6,92,71.40000000000001,14.7,79.40000000000001,2021,Helsingborg
Rydebäckskolan,40385157,Helsingborg,Kommunal,261.1,91.8,81.3,14.2,80.3,2022,Helsingborg
Rydebäckskolan,40385157,Helsingborg,Kommunal,253,91.09999999999999,74.3,14.1,84.59999999999999,2023,Helsingborg
Rydebäcksskolan,40385157,Helsingborg,Kommunal,261.3,92.3,77.90000000000001,14.2,83.40000000000001,2024,Helsingborg
Rydebäcksskolan,40385157,Helsingborg,Kommunal,262,96.09999999999999,78.40000000000001,13.5,83.3,2025,Helsingborg
Hultdalskolan,40393888,Norrköping,Kommunal,226.7,93.8,62.8,13,70.5,2016,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,215.4,89.8,63,12.4,77.90000000000001,2017,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,233.6,90.2,58.6,14,79.59999999999999,2018,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,252.2,86.59999999999999,63.2,14.2,80.3,2019,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,239.8,89.09999999999999,68.8,11.5,69,2020,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,228.4,95.2,67.59999999999999,10.9,75.8,2021,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,233.1,84.09999999999999,64.90000000000001,11.9,79.5,2022,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,224.2,94.2,68.59999999999999,11.9,71.09999999999999,2023,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,222.9,92.7,67.3,11.7,74,2024,Norrköping
Hultdalsskolan,40393888,Norrköping,Kommunal,234.2,92.3,69.8,11.8,83.5,2025,Norrköping
Östra Skolan,40470449,Malmö,Enskild,252.9,62.8,62.8,12.9,74.5,2016,Östra Skolan AB
Östra Skolan,40470449,Malmö,Enskild,221.4,46.7,48.9,13.5,74.8,2017,Östra Skolan AB
Östra Skolan,40470449,Malmö,Enskild,235.8,60.5,51.2,12.7,63.7,2018,Östra Skolan AB
Östra Skolan,40470449,Malmö,Enskild,236.2,60.4,56.3,13.5,79.2,2019,Östra Skolan AB
Östra Skolan,40470449,Malmö,Enskild,254.8,60.9,66.7,13,65,2020,Östra Skolan AB
Östra Skolan,40470449,Malmö,Enskild,252.6,54.2,63,13.4,48.3,2021,Östra Skolan AB
Östra Skolan,40470449,Malmö,Enskild,266.5,57.4,76.09999999999999,13.6,74.2,2022,Östra Skolan AB
Östra Skolan,40470449,Malmö,Enskild,244.1,34.9,66.7,13.7,61.4,2023,Östra Skolan AB
Östra Skolan Dibber,40470449,Malmö,Enskild,245.2,63.3,75,14.1,64.3,2024,Östra Skolan AB
Östra Skolan Dibber,40470449,Malmö,Enskild,266.5,63,75.59999999999999,13.3,37.6,2025,Östra Skolan AB
Tegnérskolan,40517936,Säffle,Kommunal,191.2,88.2,41.7,11.4,69.90000000000001,2016,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,207.3,78.2,45.6,10.7,61.4,2017,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,209.6,74.59999999999999,44.3,10.1,65.7,2018,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,219.8,77.90000000000001,38.5,9.5,65.40000000000001,2019,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,209.9,73.09999999999999,47.2,9.5,65.5,2020,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,221.8,79.09999999999999,47.7,9.800000000000001,65.3,2021,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,213.5,85,48.3,9.199999999999999,67,2022,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,201.4,80.5,46.4,9.199999999999999,64.2,2023,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,206,72.40000000000001,42.2,8.9,58.5,2024,Säffle
Tegnérskolan,40517936,Säffle,Kommunal,206.7,80.3,48.6,8.699999999999999,58.3,2025,Säffle
Attarpsskolan 6-9,40546319,Jönköping,Kommunal,237.1,90.90000000000001,76.5,15.4,97.59999999999999,2016,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,232.3,88.3,65.2,12.6,89.40000000000001,2017,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,232.4,96,73,13.5,95.09999999999999,2018,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,243.4,94.7,76,13.1,94.2,2019,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,234.2,92.8,79.90000000000001,13.4,89,2020,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,230.5,87.90000000000001,80.3,13.2,92.90000000000001,2021,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,244.6,87.3,83.7,13.6,89.09999999999999,2022,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,239.5,89.40000000000001,73.40000000000001,14,90,2023,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,228.9,90.40000000000001,81.5,12.9,81,2024,Jönköping
Attarpsskolan 7-9,40546319,Jönköping,Kommunal,240.5,91.3,79.2,13.5,88.59999999999999,2025,Jönköping
Apladalsskolan,40576389,Värnamo,Kommunal,209.1,62.2,42.5,12.3,82.8,2016,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,227.5,72.40000000000001,51.6,11.8,71.09999999999999,2017,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,222,60.9,52.6,12.8,82.5,2018,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,209.6,69.2,46.7,11,72.8,2019,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,221.4,63.1,50,10.2,79.3,2020,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,222.7,61.8,52.9,10.6,94,2021,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,212.1,66.40000000000001,51.8,11.1,81.7,2022,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,219.4,62.1,58.5,10.9,84.90000000000001,2023,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,210.5,65.8,60.1,13,87.7,2024,Värnamo
Apladalsskolan,40576389,Värnamo,Kommunal,222.1,65.5,58.3,11.9,84,2025,Värnamo
Gökstensskolan 7-9,40577236,Eskilstuna,Kommunal,222.2,80.90000000000001,45.9,12,78.3,2016,Eskilstuna
Gökstensskolan 7-9,40577236,Eskilstuna,Kommunal,235.1,81.59999999999999,43.4,13.5,69.59999999999999,2017,Eskilstuna
Gökstensskolan 7-9,40577236,Eskilstuna,Kommunal,240.9,85.2,52.4,17.4,76.8,2018,Eskilstuna
Almåsskolan,40577779,Mölndal,Kommunal,237.5,83,47.2,12.2,93.5,2016,Mölndal
Almåsskolan,40577779,Mölndal,Kommunal,248.1,85.09999999999999,66,16.5,92.5,2017,Mölndal
Almåsskolan,40577779,Mölndal,Kommunal,221.7,84.3,68.8,11.8,80.2,2019,Mölndal
Almåsskolan,40577779,Mölndal,Kommunal,229.5,85.3,67.59999999999999,13.5,86.2,2020,Mölndal
Almåsskolan,40577779,Mölndal,Kommunal,221.5,90,59.6,12,83.90000000000001,2021,Mölndal
Almåsskolan,40577779,Mölndal,Kommunal,229.8,81.90000000000001,59.3,12,88.7,2022,Mölndal
Almåsskolan,40577779,Mölndal,Kommunal,232.6,89.7,69.2,12.5,79.3,2023,Mölndal
Almåsskolan,40577779,Mölndal,Kommunal,216.6,81.40000000000001,71,12.2,81.90000000000001,2024,Mölndal
Almåsskolan,40577779,Mölndal,Kommunal,227.2,87,71.3,12,82,2025,Mölndal
Råsunda skola,40618486,Solna,Kommunal,227,76.90000000000001,67,16.8,71.59999999999999,2022,Solna
Råsunda skola,40618486,Solna,Kommunal,240.6,65.09999999999999,64.3,15.8,80.90000000000001,2023,Solna
Råsunda skola,40618486,Solna,Kommunal,228.2,62.6,63.4,15,83.09999999999999,2024,Solna
Fittjaskolan Botkyrka Norra,40631085,Botkyrka,Kommunal,168.6,13.7,24.6,11.9,48.6,2019,Botkyrka
Fittjaskolan Botkyrka Norra,40631085,Botkyrka,Kommunal,194.9,11.9,25,11.5,47.5,2020,Botkyrka
Fittjaskolan Botkyrka Norra,40631085,Botkyrka,Kommunal,199.8,11.6,31.1,12.7,53.8,2022,Botkyrka
Fittjaskolan Botkyrka Norra,40631085,Botkyrka,Kommunal,198.7,13.3,42.9,14.7,49.3,2024,Botkyrka
Fittjaskolan Botkyrka Norra,40631085,Botkyrka,Kommunal,205.1,13.2,40.2,11.6,57.7,2025,Botkyrka
Färjestadens högstadium,40648796,Mörbylånga,Kommunal,248.1,92.2,62,7.6,78.3,2022,Mörbylånga
Färjestadens högstadium,40648796,Mörbylånga,Kommunal,219.4,81.7,62.1,8.4,73.5,2023,Mörbylånga
Färjestadens högstadium,40648796,Mörbylånga,Kommunal,233.7,87.40000000000001,65.90000000000001,9.699999999999999,78.5,2024,Mörbylånga
Färjestadens högstadium,40648796,Mörbylånga,Kommunal,243.8,94.8,71.09999999999999,9.9,81.59999999999999,2025,Mörbylånga
Karlsängsskolan,40684137,Nora,Kommunal,219,80.7,54,12.2,89.09999999999999,2016,Nora
Karlsängsskolan,40684137,Nora,Kommunal,200.4,82,41,11.7,86.59999999999999,2017,Nora
Karlsängsskolan,40684137,Nora,Kommunal,209.1,76.5,48.2,12.8,82.5,2018,Nora
Karlsängsskolan,40684137,Nora,Kommunal,206.3,70.7,55.3,12.2,71.40000000000001,2019,Nora
Karlsängsskolan,40684137,Nora,Kommunal,217.8,77.40000000000001,56.6,12.8,72.09999999999999,2020,Nora
Karlsängskolan,40684137,Nora,Kommunal,217.3,81.5,41.2,12.6,80,2021,Nora
Karlsängskolan,40684137,Nora,Kommunal,204.6,78.7,56.8,11.8,80.7,2022,Nora
Karlsängskolan,40684137,Nora,Kommunal,207,79.7,52,11.5,72.09999999999999,2023,Nora
Karlsängskolan,40684137,Nora,Kommunal,209.6,79.09999999999999,48.6,11.5,69.8,2024,Nora
Karlsängskolan,40684137,Nora,Kommunal,211.5,77.8,61.5,11.3,70.7,2025,Nora
Norrskenet Boden,40708452,Boden,Enskild,232.8,90.3,54.8,11.5,68.3,2016,Pysslingen Förskolor och Skolor AB
Norrskenet Boden,40708452,Boden,Enskild,231.9,89.59999999999999,72.3,13.1,69.7,2017,Pysslingen Förskolor och Skolor AB
Norrskenet Boden,40708452,Boden,Enskild,232.7,92.3,51.9,14.3,65.3,2018,Pysslingen Förskolor och Skolor AB
Norrskenet Boden,40708452,Boden,Enskild,216.4,92.3,55.3,13.4,65.3,2019,Pysslingen Förskolor och Skolor AB
Norrskenet Boden,40708452,Boden,Enskild,238.5,93.7,68.3,14.7,72.8,2020,Pysslingen Förskolor och Skolor AB
Noblaskolan Boden,40708452,Boden,Enskild,215.9,97.5,67.5,15.6,73.3,2021,Pysslingen Förskolor och Skolor AB
Noblaskolan Boden,40708452,Boden,Enskild,240.2,92.09999999999999,75.8,15.6,73.3,2022,Pysslingen Förskolor och Skolor AB
Noblaskolan Boden,40708452,Boden,Enskild,241.8,94,72.7,16.1,77.3,2023,Pysslingen Förskolor och Skolor AB
Noblaskolan Boden,40708452,Boden,Enskild,216.5,88.59999999999999,72.09999999999999,13.3,66.90000000000001,2024,Pysslingen Förskolor och Skolor AB
Noblaskolan Boden,40708452,Boden,Enskild,243.2,92.59999999999999,77.90000000000001,13.1,63.2,2025,Pysslingen Förskolor och Skolor AB
Forsens grundskola 5-9,40717964,Tidaholm,Kommunal,218.4,75,31.3,10.9,59.9,2016,Tidaholm
Forsens grundskola 7-9,40717964,Tidaholm,Kommunal,229.4,74.59999999999999,41.7,10.4,63.8,2017,Tidaholm
Forsens grundskola 7-9,40717964,Tidaholm,Kommunal,217.2,78.2,34,9.800000000000001,59.3,2018,Tidaholm
Forsens grundskola 7-9,40717964,Tidaholm,Kommunal,222.4,85.09999999999999,33.3,11.8,62.4,2019,Tidaholm
Forsens grundskola 7-9,40717964,Tidaholm,Kommunal,225.9,61.2,41.7,11.1,68.90000000000001,2020,Tidaholm
Sollebrunns skola 7-9,40731205,Alingsås,Kommunal,235.2,93.2,60.3,11.3,69.2,2024,Alingsås
Sollebrunns skola 7-9,40731205,Alingsås,Kommunal,212.7,85.2,46.3,12.4,81.09999999999999,2025,Alingsås
Grosvadskolan,40732962,Finspång,Kommunal,196.6,78.59999999999999,44.6,11.2,59.6,2016,Finspång
Grosvadskolan,40732962,Finspång,Kommunal,201.7,75.5,42.6,11.3,51.8,2017,Finspång
Grosvadskolan Syd,40732962,Finspång,Kommunal,225.2,74.09999999999999,44.7,10.5,46.3,2018,Finspång
Grosvadskolan Syd,40732962,Finspång,Kommunal,211.8,72.40000000000001,49.6,11.7,50,2019,Finspång
Grosvadskolan Syd,40732962,Finspång,Kommunal,225.7,74.2,54.5,13.8,53.2,2021,Finspång
Grosvadskolan Syd,40732962,Finspång,Kommunal,213.6,72.40000000000001,50.6,10.1,61,2023,Finspång
Björkebyskolan,40847752,Järfälla,Kommunal,220.2,75,63.5,13.5,46.9,2016,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,224.5,69.7,52.8,14.4,54.4,2017,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,230.8,70.3,56,15.7,68.3,2018,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,240.4,74.2,64.90000000000001,16.2,70,2019,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,244.1,77,65.8,15.7,69.8,2020,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,235.3,68.40000000000001,67.8,13.9,79.3,2021,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,235.3,65.90000000000001,65.40000000000001,13.7,78.7,2022,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,252.8,79.5,66.90000000000001,13.8,81.3,2023,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,239.6,72,76.09999999999999,14.3,84.59999999999999,2024,Järfälla
Björkebyskolan,40847752,Järfälla,Kommunal,232.5,63.3,64.8,15.6,79.7,2025,Järfälla
Nynässkolan 7-9,40944032,Gävle,Kommunal,209.9,63.6,57.6,11.6,80.5,2018,Gävle
Nynässkolan 7-9,40944032,Gävle,Kommunal,188.8,57.7,50.9,10.9,76.3,2019,Gävle
Nynässkolan 7-9,40944032,Gävle,Kommunal,194.3,53.1,50.3,10.7,73.5,2020,Gävle
Nynässkolan 7-9,40944032,Gävle,Kommunal,185.5,43.6,45.3,8.300000000000001,77.2,2021,Gävle
Nynässkolan 7-9,40944032,Gävle,Kommunal,192.6,55.6,49.5,9.300000000000001,75.90000000000001,2022,Gävle
Nynässkolan 7-9,40944032,Gävle,Kommunal,197.1,44.8,47.5,9.1,73.3,2023,Gävle
Nynässkolan 7-9,40944032,Gävle,Kommunal,185.2,62,50,9.300000000000001,75.8,2024,Gävle
Nynässkolan 7-9,40944032,Gävle,Kommunal,210.5,63.8,58.4,10.6,76.2,2025,Gävle
Nordinskolan,40991541,Gislaved,Kommunal,211.4,74,39.2,11.8,52.9,2016,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,217.7,81.5,40.6,11.6,56.8,2017,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,222,77.8,46.6,9.699999999999999,58,2018,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,211.1,72.8,38.2,11.6,68.2,2019,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,209.7,80.59999999999999,42.9,11.5,60.7,2020,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,219.9,75.7,46.5,12.2,56.6,2021,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,228.3,80.2,48.4,11.9,65,2022,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,211.6,73.09999999999999,44.9,11.1,59.7,2023,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,188.2,75.3,43.2,11,61.5,2024,Gislaved
Nordinskolan,40991541,Gislaved,Kommunal,205.2,69.59999999999999,34.1,11.9,69.40000000000001,2025,Gislaved
Nyeds skola,41081474,Karlstad,Kommunal,210.8,92.09999999999999,50,13.4,76.90000000000001,2018,Karlstad
Nyeds skola,41081474,Karlstad,Kommunal,215.5,93.5,45.2,12.4,72.59999999999999,2019,Karlstad
Nyeds skola,41081474,Karlstad,Kommunal,231.4,100,55.6,12.6,61.1,2020,Karlstad
Nyeds skola,41081474,Karlstad,Kommunal,225.7,96.90000000000001,51.6,13.2,66.09999999999999,2021,Karlstad
Nyeds skola,41081474,Karlstad,Kommunal,233.4,87.90000000000001,48.5,13,63.7,2022,Karlstad
Nyeds skola,41081474,Karlstad,Kommunal,204.7,100,40.6,11.7,66.90000000000001,2023,Karlstad
Nyeds skola,41081474,Karlstad,Kommunal,226.8,87.5,50,12.7,67.7,2024,Karlstad
Nyeds skola,41081474,Karlstad,Kommunal,234.5,94.09999999999999,64.7,11.9,56.5,2025,Karlstad
Gärdesskolan,41176931,Stockholm,Kommunal,274.7,90.59999999999999,83.2,12.4,63.3,2016,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,267,88.2,80.2,11.8,72.90000000000001,2017,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,250.8,82.7,77,12.1,76.8,2018,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,260.2,86.59999999999999,77.2,15.1,81,2019,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,271.2,81.09999999999999,77.90000000000001,15,75.5,2020,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,265.6,85.5,79.2,15.1,73.59999999999999,2021,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,266.1,91.59999999999999,85.09999999999999,12.6,81.09999999999999,2022,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,267.8,82.59999999999999,83.8,13,77.8,2023,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,275.1,87.40000000000001,82.2,13.3,79.90000000000001,2024,Stockholm
Gärdesskolan,41176931,Stockholm,Kommunal,291.9,84.3,85.40000000000001,13.6,76.8,2025,Stockholm
Hägerneholmsskolan,41181908,Täby,Kommunal,244.6,86.3,74,15.5,81.7,2025,Täby
Ljungenskolan,41197162,Vellinge,Kommunal,283.1,89.3,82.09999999999999,12.3,81.5,2018,Vellinge
Ljungenskolan,41197162,Vellinge,Kommunal,276,90.8,82.8,13.4,77.5,2019,Vellinge
Källbrinksskolan,41213404,Huddinge,Kommunal,235.7,89.2,56.3,15.2,67.2,2016,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,244.5,91.90000000000001,66.7,18,66.09999999999999,2017,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,241.9,88.7,72,16.7,65,2018,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,254,86.2,71.09999999999999,19.2,68.8,2019,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,257.3,88.59999999999999,67.2,15.6,78.59999999999999,2020,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,248.2,87.09999999999999,67.7,15.6,65.2,2021,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,252.7,90.09999999999999,69.5,15.4,54.1,2022,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,250.9,85,69.90000000000001,14.9,50.3,2023,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,232.7,86.5,77.8,16.2,75.8,2024,Huddinge
Källbrinksskolan,41213404,Huddinge,Kommunal,246.2,89.7,78.3,14.5,75.09999999999999,2025,Huddinge
Bjärehovskolan,41254600,Lomma,Kommunal,270.6,91.8,86.7,13.4,84.5,2016,Lomma
Bjärehovskolan H,41254600,Lomma,Kommunal,243,86.7,89,11.1,87.90000000000001,2017,Lomma
Bjärehovskolan,41254600,Lomma,Kommunal,258.7,87.5,85.90000000000001,12.7,89.2,2019,Lomma
Bjärehovskolan,41254600,Lomma,Kommunal,260.6,85.7,85.40000000000001,12.3,93.8,2020,Lomma
Bjärehovskolan,41254600,Lomma,Kommunal,283.8,89.59999999999999,89.5,12.3,91.90000000000001,2021,Lomma
Bjärehovskolan,41254600,Lomma,Kommunal,275.4,90.09999999999999,89.09999999999999,13.4,94,2024,Lomma
Primaskolan Umeå,41363340,Umeå,Enskild,223.2,94.59999999999999,63.9,11.9,47.7,2016,Primaskolan i Sverige AB
Primaskolan Umeå,41363340,Umeå,Enskild,228.2,98.3,65.5,13.1,64.59999999999999,2018,Primaskolan i Sverige AB
Djurgårdsskolan 7-9,41433169,Kristinehamn,Kommunal,195.7,80.90000000000001,61.4,14.6,65.59999999999999,2016,Kristinehamn
