Skola,Skol_enhetskod,Skolkommun,Typ_av_huvudman,merit_snitt,Andel_svenskar_procent,Foraldrar_utbildning_procent,Elever_per_larare,Andel_med_lararlegitimation_och_,Ar,Huvudman
Slottsskolan 7-9,52426554,Vingåker,Kommunal,202.9,66.2,38.4,7.3,50.7,2025,Vingåker
Hällebergsskolan,52464734,Uddevalla,Enskild,272.1,92.3,100,8.699999999999999,68.59999999999999,2019,Hällebergsförsamlingen
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,277.1,91.09999999999999,80.90000000000001,14.3,88,2016,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,273.1,84.09999999999999,89,12.8,92.5,2017,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,276.9,89.90000000000001,86.8,13.8,93.5,2018,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,282.8,87.2,91.7,13.1,95.7,2019,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,279.5,90.7,85.8,13.3,97.7,2020,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,279,92.59999999999999,87.09999999999999,12.7,96.5,2021,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,276.5,86,87.2,13.2,96.3,2022,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,273,92.7,89.90000000000001,12.1,93.2,2023,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,265.9,92.59999999999999,90.5,11.2,89.40000000000001,2024,Stiftelsen Göteborgs Högre Samskola
Göteborgs Högre Samskola gr.,52538248,Göteborg,Enskild,273.5,92,88.59999999999999,12.4,92.2,2025,Stiftelsen Göteborgs Högre Samskola
Skytteanska skolan,52561988,Storuman,Kommunal,246.3,100,50,10.2,40.9,2016,Storuman
Ludvigsborgs friskola,52665905,Hörby,Enskild,246,86.09999999999999,62.9,14.3,65.8,2021,"Ludvigsborgs Fristående Skola, Ek. Förening"
Ludvigsborgs friskola,52665905,Hörby,Enskild,218.2,90,65.5,13.4,65.59999999999999,2022,"Ludvigsborgs Fristående Skola, Ek. Förening"
Ludvigsborgs friskola,52665905,Hörby,Enskild,242.6,88.2,69.7,13.4,71,2025,"Ludvigsborgs Fristående Skola, Ek. Förening"
Nya Läroverket Bergnäset,52734580,Luleå,Enskild,243.8,98.2,63,11.2,84.5,2016,Nya läroverket Luleå AB
Nya Läroverket Bergnäset,52734580,Luleå,Enskild,249,92.90000000000001,75.59999999999999,11.3,75.8,2017,Nya läroverket Luleå AB
Nya Läroverket Bergnäset,52734580,Luleå,Enskild,220.4,92.5,72.5,11.8,76.3,2018,Nya läroverket Luleå AB
Nya Läroverket Bergnäset,52734580,Luleå,Enskild,235,89.7,73.7,11.6,69.3,2019,Nya läroverket Luleå AB
Nya Läroverket Bergnäset,52734580,Luleå,Enskild,235.8,100,69.2,11.2,80.2,2020,Nya läroverket Luleå AB
Nya Läroverket Bergnäset,52734580,Luleå,Enskild,247,92.09999999999999,64.90000000000001,10.8,86,2021,Nya läroverket Luleå AB
Kunskapsskolan Varberg,52846430,Varberg,Enskild,229,82.09999999999999,68.40000000000001,15.6,73.09999999999999,2019,Kunskapsskolan i Sverige Aktiebolag
Kunskapsskolan Varberg,52846430,Varberg,Enskild,222.1,84.2,60.5,15.7,66.40000000000001,2020,Kunskapsskolan i Sverige Aktiebolag
Kunskapsskolan Varberg,52846430,Varberg,Enskild,247.8,81.09999999999999,76.40000000000001,16.6,71.2,2021,Kunskapsskolan i Sverige Aktiebolag
Kunskapsskolan Varberg,52846430,Varberg,Enskild,219.5,90.90000000000001,68.40000000000001,16.1,65.8,2023,Kunskapsskolan i Sverige Aktiebolag
Kunskapsskolan Varberg,52846430,Varberg,Enskild,246.4,80.5,73.3,16.3,58,2024,Kunskapsskolan i Sverige Aktiebolag
Kunskapsskolan Varberg,52846430,Varberg,Enskild,236.4,82.8,70.09999999999999,16.1,71.90000000000001,2025,Kunskapsskolan i Sverige Aktiebolag
Vasa Real,52863414,Stockholm,Kommunal,275.6,82.59999999999999,78.8,14.1,81.2,2016,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,265.9,80.59999999999999,81.40000000000001,14.1,85.5,2017,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,272.1,81.59999999999999,80.2,13.8,81.59999999999999,2018,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,268.9,83.59999999999999,77.09999999999999,12.5,80.5,2019,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,276,80.09999999999999,80.90000000000001,12.7,76.90000000000001,2020,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,265.6,83.40000000000001,73.40000000000001,13.5,82.3,2021,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,269.6,83.3,77.90000000000001,13.7,83.40000000000001,2022,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,268.5,87.90000000000001,85.59999999999999,13.9,80.3,2023,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,266.6,86.90000000000001,83,14.4,83.59999999999999,2024,Stockholm
Vasa Real,52863414,Stockholm,Kommunal,264.4,84.3,81.40000000000001,14.5,83.90000000000001,2025,Stockholm
Klingsborgsskolan 2,52875693,Norrköping,Kommunal,198.2,14,29.7,9.699999999999999,63.1,2023,Norrköping
Klingsborgsskolan 2,52875693,Norrköping,Kommunal,217.8,15.5,35,7.9,80.59999999999999,2025,Norrköping
JENSEN grundskola Sickla,52925821,Nacka,Enskild,267.5,85.90000000000001,80.3,15.5,80.2,2024,Jensen Education College AB
JENSEN grundskola Sickla,52925821,Nacka,Enskild,285.1,82.59999999999999,80.40000000000001,16.9,70,2025,Jensen Education College AB
Hagaskolan 7-9,53016523,Umeå,Kommunal,236.3,85.7,70,9.199999999999999,88.5,2016,Umeå
Hagaskolan 7-9,53016523,Umeå,Kommunal,238.9,89.2,70.7,11,87.8,2017,Umeå
Skarpnäcks skola,53075005,Stockholm,Kommunal,226.2,75.90000000000001,63.2,13.2,67.59999999999999,2016,Stockholm
Skarpnäcks skola,53075005,Stockholm,Kommunal,242.3,83.09999999999999,71.2,13.3,79.90000000000001,2017,Stockholm
Skarpnäcks skola,53075005,Stockholm,Kommunal,251.9,82.40000000000001,81.5,13.8,81.59999999999999,2018,Stockholm
Skarpnäcks skola,53075005,Stockholm,Kommunal,263.2,88.90000000000001,81,14.8,80.7,2019,Stockholm
Skarpnäcks skola,53075005,Stockholm,Kommunal,261.1,83.5,77.5,13.2,73,2020,Stockholm
Skarpnäcks skola,53075005,Stockholm,Kommunal,249.6,88.7,80.2,13.8,78.2,2021,Stockholm
Skarpnäcks skola,53075005,Stockholm,Kommunal,265.1,89,85.2,15.3,77.5,2022,Stockholm
Skarpnäcks skola,53075005,Stockholm,Kommunal,273.1,93.09999999999999,84.3,14.9,81.2,2023,Stockholm
Örbyskolan,53091837,Mark,Kommunal,206.6,92.59999999999999,45.1,13.3,77.8,2017,Mark
Örbyskolan,53091837,Mark,Kommunal,212.2,89.90000000000001,50,14.3,69.59999999999999,2018,Mark
Örbyskolan,53091837,Mark,Kommunal,218.1,88.5,63.3,15.1,77.09999999999999,2019,Mark
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,209.5,89.7,35.1,11.1,38.9,2016,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,193.2,68.40000000000001,47.8,11.7,49.6,2017,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,218.1,79.7,53.8,10.1,40.4,2018,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,211,73.09999999999999,36.3,9.6,41.2,2019,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,191,70,43.3,10.4,45.7,2020,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,187.2,72,45.3,10.1,48.3,2021,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,193.9,69.09999999999999,39.7,9.9,46.3,2022,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,202,74.40000000000001,47.7,9,45.6,2023,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,201,72.40000000000001,50.9,8.1,53,2024,Ronneby
Kallingeskolan 7-9,53155267,Ronneby,Kommunal,193,69.7,45,8.800000000000001,62.3,2025,Ronneby
Linnéskolan 1,53191534,Älmhult,Kommunal,212.8,84.3,54.2,12.4,67.2,2016,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,197.9,57,42.3,11.8,65,2017,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,201,70.09999999999999,41.9,11.7,63.1,2018,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,218.2,72.90000000000001,59.7,13.6,53.5,2019,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,203.7,66.3,46.1,12.7,58,2020,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,215.7,76.3,44.9,11,59.5,2021,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,204.8,69.3,45.8,11.9,72.7,2022,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,225.3,62.8,45.9,10.8,63.3,2023,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,212.8,70,55.4,11.1,66.8,2024,Älmhult
Linnéskolan 1,53191534,Älmhult,Kommunal,221.6,65.3,54,10,69.3,2025,Älmhult
Rydsbergsskolan Söder,53326735,Lerum,Kommunal,248.8,93,76.7,13.4,84,2019,Lerum
Rydsbergsskolan Söder,53326735,Lerum,Kommunal,248.6,86.40000000000001,68.2,13.1,75.8,2020,Lerum
Rydsbergsskolan Söder,53326735,Lerum,Kommunal,246.2,94.5,70.40000000000001,12.4,61.4,2021,Lerum
Rydsbergsskolan Söder,53326735,Lerum,Kommunal,233.5,93.59999999999999,70.2,11,52.1,2023,Lerum
Rydsbergsskolan Söder,53326735,Lerum,Kommunal,225.3,94.09999999999999,78.40000000000001,15,67.2,2024,Lerum
Klara Privata Gr. Södermalm,53398338,Stockholm,Enskild,230.9,44.1,55.9,29,75.8,2016,Theducation AB
Thea Privata Grundskola Södermalm,53398338,Stockholm,Enskild,238.7,66.7,64.7,15.5,71.09999999999999,2017,Theducation AB
Thea Privata Grundskola Södermalm,53398338,Stockholm,Enskild,250.4,75.8,67.7,11.5,53.9,2019,Theducation AB
Brunnaskolan,53426548,Botkyrka,Kommunal,220.7,22,38.8,13.1,60.9,2018,Botkyrka
Brunnaskolan,53426548,Botkyrka,Kommunal,213.8,24.6,41.4,13.5,68.8,2025,Botkyrka
Sörgårdsskolan,53442807,Mölndal,Kommunal,257.9,83.8,78.40000000000001,14.1,81.40000000000001,2016,Mölndal
Sörgårdsskolan,53442807,Mölndal,Kommunal,249.2,75,65.3,12.9,81.3,2017,Mölndal
Sörgårdsskolan,53442807,Mölndal,Kommunal,251.1,78,80.3,13,78.2,2018,Mölndal
Sörgårdsskolan,53442807,Mölndal,Kommunal,247.9,87.09999999999999,81.5,12,84.2,2019,Mölndal
Sörgårdsskolan,53442807,Mölndal,Kommunal,257.4,84.59999999999999,87.2,12.8,80.59999999999999,2020,Mölndal
Sörgårdsskolan,53442807,Mölndal,Kommunal,253.2,85.90000000000001,83.7,12.5,86.59999999999999,2021,Mölndal
Sörgårdsskolan,53442807,Mölndal,Kommunal,260.3,84.7,85.7,12.4,90.5,2022,Mölndal
Sörgårdsskolan,53442807,Mölndal,Kommunal,263.7,86.59999999999999,87.5,12.7,84,2025,Mölndal
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,225,85.7,35.7,12.5,67.7,2016,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,242.7,81.40000000000001,53.5,12.1,63.2,2017,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,251.7,82.90000000000001,65.90000000000001,12.5,68.40000000000001,2018,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,246.7,88.40000000000001,64.3,14.2,68.40000000000001,2019,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,227.5,85.09999999999999,56.5,14.4,68.59999999999999,2020,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,260.1,97.90000000000001,64.59999999999999,13.2,82.2,2021,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,241.7,87.5,70.8,12.9,75.5,2022,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,236.5,87.2,76.09999999999999,12.5,84.3,2023,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,246.5,85.09999999999999,78.7,12.3,84.5,2024,Sally Bauer Skolans Högstadium
Sally Bauerskolans Högstadium,53515359,Helsingborg,Enskild,242.9,89.40000000000001,74.5,12.7,85.5,2025,Sally Bauer Skolans Högstadium
Duveds skola F-9,53536862,Åre,Kommunal,235.1,90.7,48.8,11.9,72.3,2016,Åre
Duveds skola F-9,53536862,Åre,Kommunal,234.6,90,50,11.2,44.1,2017,Åre
Duveds skola F-9,53536862,Åre,Kommunal,229.7,91.09999999999999,63.6,13.2,58.3,2018,Åre
Duveds skola 7-9,53536862,Åre,Kommunal,233.4,84.7,70.7,10.1,71.40000000000001,2019,Åre
Duveds skola F-9,53536862,Åre,Kommunal,230.2,83.90000000000001,61,11.6,66.3,2020,Åre
Duveds skola F-9,53536862,Åre,Kommunal,227.1,87.90000000000001,70.7,11.9,71.5,2022,Åre
Duveds skola F-9,53536862,Åre,Kommunal,249.9,93.40000000000001,73.3,11.6,60.3,2023,Åre
Duveds skola F-9,53536862,Åre,Kommunal,241.8,88.7,77.40000000000001,11.2,64.2,2024,Åre
Duveds skola F-9,53536862,Åre,Kommunal,237.4,90.8,76.90000000000001,15.1,71.2,2025,Åre
Söndrebalgs skola,53600648,Ängelholm,Kommunal,228.8,88.59999999999999,57.1,11,77.3,2016,Ängelholm
Söndrebalgs skola,53600648,Ängelholm,Kommunal,253.8,83.3,69.7,11.8,75.2,2017,Ängelholm
Söndrebalgs skola,53600648,Ängelholm,Kommunal,231.8,82.40000000000001,63.6,10.8,67.2,2018,Ängelholm
Högavångsskolan,53603984,Olofström,Kommunal,221.6,81.3,41.4,12,67.7,2016,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,214.3,75.59999999999999,47.4,10.9,57,2017,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,211.5,71.2,36.6,10.8,61.6,2018,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,207.7,65.2,40.9,12.2,52.6,2019,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,211.2,76.5,49.3,11.8,60.1,2020,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,224.8,66,48,11.1,67.59999999999999,2021,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,222.9,74.8,46.8,10.5,70.90000000000001,2022,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,220.6,68.90000000000001,52.1,10.7,74.90000000000001,2023,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,227.1,73.90000000000001,55.1,11,72.8,2024,Olofström
Högavångsskolan,53603984,Olofström,Kommunal,214.2,69,52.2,11.5,75.7,2025,Olofström
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,213.3,87.2,39.5,9,74,2016,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,219.3,85.2,32.1,8.199999999999999,69.8,2017,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,219.2,80.5,38.9,9.4,70.5,2018,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,200.6,82.8,39.7,9.6,66.09999999999999,2019,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,199.4,79.3,41.2,12,66.8,2020,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,206.9,76.09999999999999,45.5,11.6,66.40000000000001,2021,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,214.1,85.7,47.6,10.8,62.8,2022,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,209.5,84,52.5,11.8,65.7,2023,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,212.3,83.09999999999999,41.2,11.1,74.3,2024,Valdemarsvik
Vammarskolan 4-9,53620708,Valdemarsvik,Kommunal,211.7,82.40000000000001,42.6,10.9,78.5,2025,Valdemarsvik
Lejonströmsskolan,53655678,Skellefteå,Kommunal,260.1,91.59999999999999,80.59999999999999,12,90.59999999999999,2022,Skellefteå
Lejonströmsskolan,53655678,Skellefteå,Kommunal,244.5,96.2,78.2,11,83.40000000000001,2023,Skellefteå
Lejonströmsskolan,53655678,Skellefteå,Kommunal,242.6,95.90000000000001,83.5,10.8,84.3,2024,Skellefteå
Lejonströmsskolan,53655678,Skellefteå,Kommunal,255.1,95.8,83.2,10.7,80.8,2025,Skellefteå
Väskolan H,53662534,Kristianstad,Kommunal,219.8,92.2,56,10.5,72.8,2024,Kristianstad
Väskolan H,53662534,Kristianstad,Kommunal,218.6,71.2,65.40000000000001,10.3,72.8,2025,Kristianstad
Rådaskolan,53764779,Mellerud,Kommunal,195.8,75.5,37,11.8,58.2,2016,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,207.6,88.40000000000001,42.4,12.3,53.3,2017,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,199,83.2,31.3,11.4,54.4,2018,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,200.9,64.3,45,10.2,47.8,2019,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,212,70.59999999999999,36.9,9.5,55.1,2020,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,212.8,66.2,50,9.9,54.5,2021,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,213.6,65.90000000000001,33.3,12.2,62,2022,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,213,66.3,47,11.9,52.7,2023,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,210.8,64.90000000000001,35.4,11,43.3,2024,Mellerud
Rådaskolan,53764779,Mellerud,Kommunal,197.2,64.59999999999999,45.9,11,50,2025,Mellerud
Björksätraskolan F-9,53803818,Sandviken,Kommunal,210.2,74.09999999999999,43.8,11.9,62.1,2016,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,213.3,66.2,47.2,11,59.7,2017,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,201.9,68.2,43.1,10.1,64.8,2018,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,196,72.5,43.9,10.8,71.90000000000001,2019,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,191.1,63,39.8,9.9,61.5,2020,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,210.4,70.09999999999999,53.4,11.1,58.2,2021,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,206.8,73.90000000000001,47.7,10.8,58.5,2022,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,205.8,72.2,46.1,9.9,55.6,2023,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,201.4,64.90000000000001,58,9.300000000000001,50.1,2024,Sandviken
Björksätraskolan F-9,53803818,Sandviken,Kommunal,186.2,68.7,66.3,9.5,53.4,2025,Sandviken
Tiundaskolan,53847396,Uppsala,Kommunal,254.7,80.7,80.5,20.8,85,2017,Uppsala
Tiundaskolan,53847396,Uppsala,Kommunal,254.7,85.5,73,19.1,88,2018,Uppsala
Tiundaskolan,53847396,Uppsala,Kommunal,253.6,84,74.40000000000001,16.4,88.59999999999999,2019,Uppsala
Tiundaskolan,53847396,Uppsala,Kommunal,252,83.2,75.90000000000001,14.2,78.7,2020,Uppsala
Tiundaskolan,53847396,Uppsala,Kommunal,266.5,89.2,84.59999999999999,15.7,71.09999999999999,2021,Uppsala
Tiundaskolan,53847396,Uppsala,Kommunal,242.3,76.5,80,15.4,83.8,2022,Uppsala
Tiundaskolan,53847396,Uppsala,Kommunal,259,79.7,79.40000000000001,14.8,82.2,2023,Uppsala
Tiundaskolan,53847396,Uppsala,Kommunal,256.4,74.09999999999999,76.09999999999999,14.8,85.59999999999999,2024,Uppsala
Tiundaskolan,53847396,Uppsala,Kommunal,248.3,66.40000000000001,70.09999999999999,13.8,81.2,2025,Uppsala
Fågelsångens skola,54067262,Salem,Kommunal,214.3,34.9,50,9.5,77.5,2025,Salem
Torslandaskolan 6-9 spår A,54282652,Göteborg,Kommunal,214.6,93.90000000000001,51.5,14.7,71.8,2016,Göteborg
Torslandaskolan 6-9 spår A,54282652,Göteborg,Kommunal,223,89.40000000000001,67.59999999999999,16,71.40000000000001,2020,Göteborg
Torslandaskolan 7-9 spår A,54282652,Göteborg,Kommunal,239.1,94.09999999999999,76,11.2,81.7,2021,Göteborg
Nacka Idrottsgrundskola,54348763,Nacka,Enskild,279.6,94.40000000000001,75.90000000000001,15.9,57.5,2025,Nacka Idrottsgrundskola AB
Prolympia Göteborg,54367867,Göteborg,Enskild,232.3,73.09999999999999,47.1,16.3,72.5,2016,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,235.6,81.09999999999999,54.1,15.2,65.8,2017,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,239.2,85.5,43.4,15.3,67.5,2018,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,228.8,86,55.4,16.4,63.5,2019,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,222,78.90000000000001,62.1,15.2,69,2020,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,245.5,82.2,57.3,15.2,55.9,2021,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,231.7,82.59999999999999,65.2,14.7,69.8,2022,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,230.3,89.90000000000001,68.09999999999999,14.7,73.2,2023,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,235.8,86.7,70,15.6,72.09999999999999,2024,Gothenburg Association AB
Prolympia Göteborg,54367867,Göteborg,Enskild,241.9,87.7,75.40000000000001,16.1,72.40000000000001,2025,Gothenburg Association AB
Fäladsgården,54391347,Lund,Kommunal,258.4,71.2,80.2,12.1,82.90000000000001,2016,Lund
Fäladsgården,54391347,Lund,Kommunal,260.6,70,83.8,12,71.7,2017,Lund
Fäladsgården,54391347,Lund,Kommunal,248.8,62.5,80.7,11.5,78,2018,Lund
Fäladsgården,54391347,Lund,Kommunal,244.5,69.7,83.90000000000001,10.3,82.8,2019,Lund
Fäladsgården,54391347,Lund,Kommunal,247.3,61.9,80,13,75.90000000000001,2020,Lund
Fäladsgården,54391347,Lund,Kommunal,247.8,68.40000000000001,79.5,12.6,79.3,2021,Lund
Fäladsgården,54391347,Lund,Kommunal,252,72.5,81.2,12.6,73.59999999999999,2022,Lund
Fäladsgården,54391347,Lund,Kommunal,255.5,73.59999999999999,81.5,12.4,72.5,2023,Lund
Fäladsgården,54391347,Lund,Kommunal,247.8,74.59999999999999,83.90000000000001,12.5,77.09999999999999,2024,Lund
Fäladsgården,54391347,Lund,Kommunal,245.7,71.3,81.40000000000001,11.6,77.2,2025,Lund
Västerportskolan,54436997,Ystad,Kommunal,252.6,92.59999999999999,56.6,14.3,77.5,2020,Ystad
Västerportskolan,54436997,Ystad,Kommunal,242.8,88.2,58.3,14.2,63.2,2021,Ystad
Västerportskolan,54436997,Ystad,Kommunal,247.5,86,65.5,14.5,67.90000000000001,2022,Ystad
Västerportskolan,54436997,Ystad,Kommunal,243.7,88.3,58.6,12.8,72.40000000000001,2023,Ystad
Västerportskolan,54436997,Ystad,Kommunal,229,89.40000000000001,66.90000000000001,12.8,68.90000000000001,2024,Ystad
Västerportskolan,54436997,Ystad,Kommunal,246.7,84.5,67.59999999999999,12.5,74.40000000000001,2025,Ystad
Kvarnbergsskolan,54516737,Huddinge,Kommunal,236.2,80,56.3,13.2,86.2,2016,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,226.9,76.2,59,14.8,88.7,2017,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,231.4,85.8,61.4,14.8,86,2018,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,248.4,80.09999999999999,63.3,15,74.09999999999999,2019,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,246.8,78.8,62.9,14.5,64.90000000000001,2020,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,227.1,73.8,65.5,18.6,76.90000000000001,2021,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,235.9,76.8,68.2,19.2,80.7,2022,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,232,80,72.2,13.8,72.5,2023,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,232.2,72.7,67.7,12.8,76.2,2024,Huddinge
Kvarnbergsskolan,54516737,Huddinge,Kommunal,237.2,77,72.7,11.6,76.90000000000001,2025,Huddinge
Djurgårdsskolan2 7-9,54605092,Eskilstuna,Kommunal,230.4,74.40000000000001,53.8,11.2,53.4,2016,Eskilstuna
Djurgårdsskolan2 7-9,54605092,Eskilstuna,Kommunal,229.7,89.5,50.9,14.1,62.3,2017,Eskilstuna
Djurgårdsskolan 4-9,54605092,Eskilstuna,Kommunal,233.7,81.3,63.6,13.3,63.9,2018,Eskilstuna
Djurgårdsskolan 4-9,54605092,Eskilstuna,Kommunal,224.5,73.8,57.2,14.2,65.7,2019,Eskilstuna
Djurgårdsskolan F-9,54605092,Eskilstuna,Kommunal,239.6,82.8,59.1,15.2,71.90000000000001,2020,Eskilstuna
Djurgårdsskolan F-9,54605092,Eskilstuna,Kommunal,235.2,85.5,60.3,13.8,66.8,2021,Eskilstuna
Djurgårdsskolan F-9,54605092,Eskilstuna,Kommunal,222.2,82.3,61.8,16.2,74.3,2022,Eskilstuna
Djurgårdsskolan F-9,54605092,Eskilstuna,Kommunal,235.1,84.90000000000001,68.09999999999999,12.8,69.3,2023,Eskilstuna
Djurgårdsskolan F-9,54605092,Eskilstuna,Kommunal,232.4,84.5,69,14.2,73.7,2024,Eskilstuna
Djurgårdsskolan F-9,54605092,Eskilstuna,Kommunal,228.4,83.5,65,14.2,73.40000000000001,2025,Eskilstuna
Grevåkerskolan Hammerdal,54719506,Strömsund,Kommunal,231.7,86.40000000000001,50,10.2,75.8,2017,Strömsund
Grevåkerskolan Hammerdal,54719506,Strömsund,Kommunal,213.4,73.09999999999999,40,10.1,70.3,2018,Strömsund
Grevåkerskolan Hammerdal,54719506,Strömsund,Kommunal,234.2,91.7,54.2,10.5,58.2,2020,Strömsund
Grevåkerskolan Hammerdal,54719506,Strömsund,Kommunal,219.8,69.2,44,10.1,50.7,2021,Strömsund
Sveaskolan,54725950,Malmö,Enskild,272.1,91.5,81.40000000000001,15.5,72.2,2016,Sveaskolan AB
Sveaskolan,54725950,Malmö,Enskild,276.7,95.7,81.2,14.7,69.5,2017,Sveaskolan AB
